individu_id,date,activite,duree,unite,poids_kg,calories
1020,2025-01-04,velo,49.76,min,54.4,341.3
1020,2025-01-05,velo,12.11,min,54.4,73.2
1020,2025-01-06,course,54.38,min,54.4,465.8
1020,2025-01-07,velo,68.68,min,54.4,484.1
1020,2025-01-08,velo,1.06,h,54.4,456.3
1020,2025-01-09,course,43.65,min,54.4,392.3
1020,2025-01-10,course,36.23,min,54.4,321.0
1020,2025-01-11,natation,63.55,min,54.4,542.9
1020,2025-01-12,natation,42.2,min,54.4,267.3
1020,2025-01-13,velo,62.32,min,54.4,471.2
1020,2025-01-14,course,56.19,min,54.4,498.5
1020,2025-01-15,course,46.98,min,54.4,461.5
1020,2025-01-16,velo,0.96,h,54.4,354.7
1020,2025-01-17,natation,13.98,min,54.4,101.0
1020,2025-01-18,course,1.11,h,54.4,677.7
1020,2025-01-19,course,63.95,min,54.4,687.6
1020,2025-01-20,course,64.15,min,54.4,631.2
1020,2025-01-21,velo,65.68,min,54.4,545.6
1020,2025-01-22,course,44.11,min,54.4,469.8
1020,2025-01-23,natation,27.06,min,54.4,202.1
1020,2025-01-24,course,63.23,min,,827.5
1020,2025-01-25,velo,36.98,min,54.4,263.7
1020,2025-01-26,course,44.26,min,54.4,341.7
1020,2025-01-27,course,56.02,min,54.4,495.8
1020,2025-01-28,velo,24.72,min,54.4,189.8
1020,2025-01-29,course,22.16,min,54.4,232.6
1020,2025-01-30,velo,25.57,min,54.4,165.1
1020,2025-01-31,natation,67.65,min,54.4,544.6
1020,2025-02-01,course,44.42,min,54.4,404.4
1020,2025-02-02,natation,61.46,min,54.4,484.5
1020,2025-02-03,course,0.94,h,54.4,496.3
1020,2025-02-04,velo,0.99,h,54.4,376.3
1020,2025-02-05,velo,43.47,min,54.4,325.5
1020,2025-02-06,velo,48.48,min,54.4,290.4
1020,2025-02-07,course,28.95,min,54.4,288.0
1020,2025-02-08,velo,1.33,h,54.4,534.6
1020,2025-02-09,velo,0.49,h,54.4,220.1
1020,2025-02-10,course,31.26,min,54.4,328.7
1020,2025-02-11,run,51.13,min,54.4,424.6
1020,2025-02-12,course,31.44,min,54.4,345.5
1020,2025-02-13,course,46.57,min,54.4,454.3
1020,2025-02-14,velo,38.61,min,54.4,282.1
1020,2025-02-15,course,67.08,min,54.4,635.5
1020,2025-02-16,course,64.63,min,54.4,614.4
1020,2025-02-17,course,47.33,min,54.4,467.0
1020,2025-02-18,velo,44.31,min,54.4,320.6
1020,2025-02-19,course,55.0,min,54.4,537.9
1020,2025-02-20,velo,30.11,min,54.4,208.2
1020,2025-02-21,velo,42.3,min,54.4,324.0
1020,2025-02-22,course,42.12,min,54.4,454.6
1020,2025-02-23,natation,0.92,h,54.4,398.9
1020,2025-02-24,velo,24.05,min,54.4,180.6
1020,2025-02-25,velo,46.84,min,54.4,365.5
1020,2025-02-26,velo,75.23,min,54.4,565.7
1020,2025-02-27,natation,53.16,min,54.4,396.1
1020,2025-02-28,natation,1.67,h,54.4,888.6
1020,2025-03-01,cours,61.93,min,54.4,576.1
1021,2025-01-01,velo,32.34,min,55.6,202.4
1021,2025-01-02,velo,10.0,min,55.6,57.0
1021,2025-01-03,velo,58.1,min,55.6,402.3
1021,2025-01-04,natation,30.35,min,55.6,246.9
1021,2025-01-05,velo,18.12,min,55.6,37.8
1021,2025-01-06,course,33.22,min,55.6,310.1
1021,2025-01-07,natation,0.89,h,55.6,385.8
1021,2025-01-08,velo,1.15,h,55.6,445.9
1021,2025-01-09,course,54.48,min,55.6,528.9
1021,2025-01-10,course,56.84,min,55.6,579.5
1021,2025-01-11,natation,0.95,h,55.6,487.4
1021,2025-01-12,natation,44.19,min,55.6,905.7
1021,2025-01-13,velo,34.47,min,55.6,247.3
1021,2025-01-14,course,43.67,min,55.6,375.4
1021,2025-01-15,velo,65.94,min,55.6,516.3
1021,2025-01-16,course,52.57,min,55.6,487.4
1021,2025-01-17,velò,37.0,min,55.6,274.0
1021,2025-01-18,course,27.48,min,55.6,262.5
1021,2025-01-19,velo,48.08,min,55.6,293.6
1021,2025-01-20,course,46.44,min,55.6,451.5
1021,2025-01-21,velò,17.74,min,55.6,133.1
1021,2025-01-22,course,59.77,min,55.6,684.5
1021,2025-01-23,course,0.57,h,55.6,287.2
1021,2025-01-24,velò,0.89,h,55.6,376.8
1021,2025-01-25,velo,46.44,min,55.6,352.7
1021,2025-01-26,course,0.9,h,55.6,513.8
1021,2025-01-27,course,49.34,min,55.6,143.9
1021,2025-01-28,course,49.56,min,55.6,513.1
1021,2025-01-29,velo,37.75,min,55.6,335.6
1021,2025-01-30,course,59.14,min,55.6,640.6
1021,2025-01-31,velo,60.14,min,55.6,487.4
1021,2025-02-01,course,45.47,min,55.6,391.7
1021,2025-02-02,velo,0.44,h,55.6,201.3
1021,2025-02-03,velo,49.48,min,55.6,325.4
1021,2025-02-04,natation,55.58,min,55.6,335.6
1021,2025-02-05,course,0.95,h,55.6,543.4
1021,2025-02-06,velo,44.11,min,55.6,359.3
1021,2025-02-07,natation,77.82,min,55.6,575.4
1021,2025-02-08,course,10.0,min,55.6,95.9
1021,2025-02-09,natation,28.48,min,55.6,238.7
1021,2025-02-10,run,67.45,min,55.6,595.1
1021,2025-02-11,course,48.76,min,55.6,430.7
1021,2025-02-12,velo,40.03,min,55.6,288.4
1021,2025-02-13,course,45.45,min,55.6,379.9
1021,2025-02-14,natation,1.21,h,55.6,542.3
1021,2025-02-15,velo,43.58,min,55.6,310.5
1021,2025-02-16,natation,0.61,h,55.6,328.3
1021,2025-02-17,course,0.9,h,55.6,446.3
1021,2025-02-18,velo,79.21,min,55.6,591.5
1021,2025-02-19,course,0.91,h,55.6,512.7
1021,2025-02-20,natation,63.04,min,55.6,423.8
1021,2025-02-21,velo,37.85,min,55.6,270.3
1021,2025-02-22,natation,62.66,min,55.6,492.3
1021,2025-02-23,velo,45.84,min,55.6,284.4
1021,2025-02-24,course,64.66,min,55.6,575.9
1021,2025-02-25,natation,1.08,h,55.6,499.1
1021,2025-02-26,course,53.3,min,55.6,530.3
1021,2025-02-27,natation,66.12,min,55.6,1334.2
1021,2025-02-28,course,57.96,min,55.6,526.2
1021,2025-03-01,natation,45.68,min,55.6,394.5
1022,2025-01-01,course,44.97,min,74.5,548.9
1022,2025-01-02,natation,54.27,min,74.5,500.6
1022,2025-01-03,natation,0.3,h,74.5,181.6
1022,2025-01-04,velo,21.51,min,74.5,242.2
1022,2025-01-05,course,1.35,h,74.5,1079.6
1022,2025-01-06,velo,62.0,min,74.5,706.8
1022,2025-01-07,velo,73.25,min,74.5,746.1
1022,2025-01-08,velo,42.41,min,74.5,352.8
1022,2025-01-09,course,27.96,min,74.5,364.4
1022,2025-01-10,course,0.65,h,74.5,570.2
1022,2025-01-11,course,52.89,min,74.5,540.9
1022,2025-01-12,velo,42.7,min,74.5,316.0
1022,2025-01-13,natation,37.12,min,74.5,461.8
1022,2025-01-14,velo,67.92,min,74.5,694.4
1022,2025-01-15,velo,58.4,min,74.5,541.1
1022,2025-01-16,course,0.96,h,74.5,662.1
1022,2025-01-17,velo,43.93,min,74.5,385.7
1022,2025-01-18,velo,71.38,min,74.5,657.3
1022,2025-01-19,velo,64.04,min,74.5,681.6
1022,2025-01-20,natation,23.6,min,74.5,260.0
1022,2025-01-21,velo,16.89,min,74.5,178.0
1022,2025-01-22,natation,53.55,min,74.5,588.3
1022,2025-01-23,velo,49.68,min,74.5,428.8
1022,2025-01-24,course,58.33,min,74.5,639.3
1022,2025-01-25,velo,65.27,min,74.5,724.0
1022,2025-01-26,velo,31.94,min,74.5,366.8
1022,2025-01-27,velo,59.31,min,74.5,501.4
1022,2025-01-28,velo,1.31,h,74.5,755.1
1022,2025-01-29,course,73.28,min,74.5,1029.8
1022,2025-01-30,velò,25.04,min,74.5,243.0
1022,2025-01-31,velo,14.83,min,74.5,136.3
1022,2025-02-01,velo,64.26,min,74.5,586.8
1022,2025-02-02,natation,38.27,min,74.5,455.9
1022,2025-02-03,course,46.52,min,,600.2
1022,2025-02-04,velo,52.26,min,74.5,478.3
1022,2025-02-05,course,1.2,h,74.5,1052.8
1022,2025-02-06,velò,47.78,min,74.5,566.5
1022,2025-02-07,velo,50.93,min,74.5,532.0
1022,2025-02-08,course,56.46,min,74.5,848.2
1022,2025-02-09,course,63.5,min,74.5,717.4
1022,2025-02-10,course,51.29,min,74.5,606.8
1022,2025-02-11,velo,38.05,min,74.5,445.7
1022,2025-02-12,natation,51.43,min,74.5,592.5
1022,2025-02-13,natation,31.39,min,74.5,354.2
1022,2025-02-14,natation,28.89,min,74.5,285.4
1022,2025-02-15,course,73.11,min,74.5,896.9
1022,2025-02-16,velo,0.64,h,74.5,380.9
1022,2025-02-17,natation,61.14,min,74.5,608.9
1022,2025-02-18,course,32.59,min,74.5,433.6
1022,2025-02-19,course,57.47,min,74.5,769.0
1022,2025-02-20,course,51.21,min,74.5,649.3
1022,2025-02-21,natation,29.55,min,,320.7
1022,2025-02-22,natation,32.79,min,74.5,326.2
1022,2025-02-23,course,29.86,min,74.5,310.7
1022,2025-02-24,natation,53.94,min,74.5,538.9
1022,2025-02-25,velo,28.76,min,74.5,293.0
1022,2025-02-26,run,64.22,min,74.5,759.9
1022,2025-02-27,course,0.74,h,74.5,543.4
1022,2025-02-28,velo,37.39,min,74.5,451.5
1022,2025-03-01,natation,0.5,h,74.5,298.4
1023,2025-01-01,velo,40.97,min,65.0,380.4
1023,2025-01-02,velo,40.54,min,65.0,297.9
1023,2025-01-03,natation,48.85,min,65.0,402.1
1023,2025-01-04,cours,0.3,h,65.0,191.9
1023,2025-01-05,velo,76.4,min,65.0,559.4
1023,2025-01-06,velo,48.13,min,65.0,373.0
1023,2025-01-07,velo,38.7,min,65.0,344.6
1023,2025-01-08,course,57.24,min,65.0,684.2
1023,2025-01-09,course,56.65,min,65.0,630.5
1023,2025-01-10,course,1.37,h,65.0,862.5
1023,2025-01-11,velò,1.24,h,65.0,533.7
1023,2025-01-12,velo,80.28,min,65.0,579.9
1023,2025-01-13,velo,42.06,min,65.0,328.8
1023,2025-01-14,natation,19.68,min,65.0,176.2
1023,2025-01-15,natation,47.4,min,65.0,429.7
1023,2025-01-16,velo,0.5,h,65.0,212.1
1023,2025-01-17,course,1.17,h,65.0,775.7
1023,2025-01-18,course,43.06,min,65.0,472.9
1023,2025-01-19,velò,56.01,min,65.0,487.0
1023,2025-01-20,natation,16.89,min,65.0,132.0
1023,2025-01-21,natation,17.07,min,65.0,157.8
1023,2025-01-22,velo,15.96,min,65.0,137.3
1023,2025-01-23,course,41.81,min,65.0,435.6
1023,2025-01-24,course,35.83,min,65.0,463.2
1023,2025-01-25,velo,40.2,min,65.0,300.4
1023,2025-01-26,course,0.8,h,65.0,425.3
1023,2025-01-27,natation,56.12,min,65.0,501.4
1023,2025-01-28,run,42.39,min,65.0,566.5
1023,2025-01-29,course,46.63,min,65.0,566.8
1023,2025-01-30,course,40.38,min,65.0,571.0
1023,2025-01-31,velo,0.71,h,65.0,337.9
1023,2025-02-01,velo,1.2,h,65.0,531.2
1023,2025-02-02,velo,29.43,min,65.0,261.7
1023,2025-02-03,course,41.86,min,65.0,500.1
1023,2025-02-04,course,0.65,h,65.0,522.4
1023,2025-02-05,course,30.44,min,65.0,325.5
1023,2025-02-06,natation,0.73,h,65.0,384.1
1023,2025-02-07,course,0.62,h,65.0,466.5
1023,2025-02-08,natation,31.71,min,65.0,302.1
1023,2025-02-09,velo,38.66,min,65.0,349.8
1023,2025-02-10,course,1.52,h,65.0,872.6
1023,2025-02-11,velo,54.8,min,65.0,419.3
1023,2025-02-12,velo,0.88,h,65.0,569.0
1023,2025-02-13,course,38.71,min,65.0,454.7
1023,2025-02-14,velo,44.79,min,65.0,312.4
1023,2025-02-15,natation,29.09,min,65.0,211.4
1023,2025-02-16,course,40.72,min,65.0,446.1
1023,2025-02-17,velò,40.61,min,65.0,330.9
1023,2025-02-18,velo,36.37,min,65.0,299.0
1023,2025-02-19,natation,0.85,h,65.0,472.9
1023,2025-02-20,velo,41.7,min,65.0,349.7
1023,2025-02-21,course,33.52,min,65.0,350.5
1023,2025-02-22,run,32.73,min,65.0,348.1
1023,2025-02-23,course,53.83,min,65.0,559.5
1023,2025-02-24,course,64.07,min,65.0,715.0
1023,2025-02-25,course,0.93,h,,676.8
1023,2025-02-26,cours,54.63,min,65.0,703.3
1023,2025-02-27,course,22.43,min,65.0,264.5
1023,2025-02-28,course,0.8,h,,498.4
1023,2025-03-01,course,38.35,min,65.0,407.6
1024,2025-01-01,natation,46.62,min,77.9,557.2
1024,2025-01-02,velo,0.6,h,77.9,393.8
1024,2025-01-03,velo,1.07,h,77.9,564.9
1024,2025-01-04,course,0.97,h,77.9,851.1
1024,2025-01-05,run,47.53,min,77.9,635.3
1024,2025-01-06,course,1.16,h,77.9,929.9
1024,2025-01-07,velò,56.71,min,77.9,514.3
1024,2025-01-08,natation,69.29,min,77.9,811.5
1024,2025-01-09,velo,0.9,h,,619.8
1024,2025-01-10,natation,49.07,min,77.9,493.8
1024,2025-01-11,course,44.94,min,77.9,774.5
1024,2025-01-12,velo,65.54,min,77.9,659.0
1024,2025-01-13,course,49.84,min,77.9,529.9
1024,2025-01-14,velo,1.72,h,77.9,995.0
1024,2025-01-15,velo,0.84,h,77.9,588.4
1024,2025-01-16,course,41.9,min,77.9,520.5
1024,2025-01-17,velo,54.72,min,77.9,606.5
1024,2025-01-18,velò,14.26,min,77.9,157.7
1024,2025-01-19,course,80.04,min,77.9,979.9
1024,2025-01-20,run,87.39,min,77.9,1109.8
1024,2025-01-21,course,48.21,min,77.9,523.0
1024,2025-01-22,course,41.09,min,77.9,632.4
1024,2025-01-23,natation,71.06,min,77.9,931.9
1024,2025-01-24,course,58.87,min,77.9,690.6
1024,2025-01-25,velo,62.74,min,77.9,611.1
1024,2025-01-26,course,0.51,h,77.9,332.5
1024,2025-01-27,course,1.05,h,77.9,859.9
1024,2025-01-28,course,17.63,min,77.9,193.5
1024,2025-01-29,course,26.32,min,77.9,351.3
1024,2025-01-30,natation,22.97,min,,240.9
1024,2025-01-31,velo,22.48,min,77.9,190.9
1024,2025-02-01,natation,0.92,h,77.9,536.3
1024,2025-02-02,run,24.81,min,77.9,327.4
1024,2025-02-03,course,42.13,min,77.9,538.7
1024,2025-02-04,velo,41.48,min,77.9,413.5
1024,2025-02-05,course,42.18,min,77.9,505.9
1024,2025-02-06,velo,52.46,min,77.9,517.9
1024,2025-02-07,course,16.67,min,77.9,224.5
1024,2025-02-08,course,51.17,min,77.9,601.4
1024,2025-02-09,course,18.11,min,77.9,216.7
1024,2025-02-10,course,0.81,h,77.9,633.8
1024,2025-02-11,cours,0.78,h,77.9,622.4
1024,2025-02-12,course,0.96,h,77.9,768.2
1024,2025-02-13,natation,1.11,h,,718.3
1024,2025-02-14,natation,0.88,h,77.9,161.4
1024,2025-02-15,velo,37.41,min,77.9,452.9
1024,2025-02-16,velo,56.38,min,77.9,556.1
1024,2025-02-17,velo,41.09,min,77.9,439.8
1024,2025-02-18,velo,23.17,min,77.9,250.4
1024,2025-02-19,velo,13.01,min,77.9,127.9
1024,2025-02-20,course,60.33,min,77.9,582.6
1024,2025-02-21,course,45.11,min,77.9,586.1
1024,2025-02-22,velo,41.16,min,77.9,406.5
1024,2025-02-23,velo,0.96,h,,162.6
1024,2025-02-24,velo,30.46,min,77.9,311.4
1024,2025-02-25,natation,65.6,min,77.9,745.9
1024,2025-02-26,cours,44.05,min,77.9,593.6
1024,2025-02-27,velo,58.49,min,77.9,510.0
1024,2025-02-28,course,19.65,min,77.9,282.8
1024,2025-03-01,course,34.4,min,77.9,468.3
1025,2025-01-01,natation,36.81,min,70.2,407.1
1025,2025-01-02,course,49.81,min,70.2,635.8
1025,2025-01-03,velo,34.45,min,70.2,286.5
1025,2025-01-04,run,20.51,min,70.2,273.0
1025,2025-01-05,course,27.29,min,70.2,328.3
1025,2025-01-06,natation,1.12,h,70.2,681.9
1025,2025-01-07,course,55.34,min,70.2,616.0
1025,2025-01-08,course,1.11,h,70.2,660.2
1025,2025-01-09,velo,47.03,min,70.2,366.2
1025,2025-01-10,velo,65.7,min,70.2,601.3
1025,2025-01-11,course,37.45,min,70.2,1215.1
1025,2025-01-12,natation,31.45,min,70.2,277.4
1025,2025-01-13,course,24.73,min,70.2,286.5
1025,2025-01-14,natation,31.95,min,70.2,291.6
1025,2025-01-15,velo,39.5,min,70.2,334.8
1025,2025-01-16,course,63.5,min,,870.2
1025,2025-01-17,course,51.55,min,70.2,558.4
1025,2025-01-18,course,47.93,min,70.2,551.6
1025,2025-01-19,velo,1.14,h,70.2,583.4
1025,2025-01-20,velo,64.08,min,70.2,607.2
1025,2025-01-21,natation,18.88,min,70.2,201.0
1025,2025-01-22,velo,45.59,min,70.2,405.7
1025,2025-01-23,course,13.43,min,70.2,158.4
1025,2025-01-24,course,61.05,min,70.2,759.6
1025,2025-01-25,velo,1.0,h,70.2,530.2
1025,2025-01-26,natation,52.92,min,70.2,565.5
1025,2025-01-27,natation,36.69,min,70.2,273.6
1025,2025-01-28,course,42.55,min,70.2,449.5
1025,2025-01-29,velo,45.3,min,,340.8
1025,2025-01-30,velo,44.24,min,70.2,394.4
1025,2025-01-31,course,65.75,min,70.2,798.0
1025,2025-02-01,velo,63.11,min,70.2,612.4
1025,2025-02-02,course,1.35,h,70.2,746.7
1025,2025-02-03,velo,39.64,min,70.2,432.9
1025,2025-02-04,velo,57.03,min,70.2,486.2
1025,2025-02-05,velo,0.92,h,70.2,535.3
1025,2025-02-06,course,37.02,min,70.2,496.2
1025,2025-02-07,natation,41.42,min,70.2,449.8
1025,2025-02-08,natation,1.05,h,70.2,697.5
1025,2025-02-09,velo,59.95,min,70.2,538.1
1025,2025-02-10,natation,0.93,h,70.2,583.4
1025,2025-02-11,course,37.08,min,70.2,427.3
1025,2025-02-12,velo,61.9,min,70.2,513.2
1025,2025-02-13,velo,0.99,h,70.2,528.1
1025,2025-02-14,course,39.63,min,70.2,441.2
1025,2025-02-15,velo,47.1,min,70.2,409.2
1025,2025-02-16,velo,37.8,min,70.2,403.8
1025,2025-02-17,velo,47.15,min,70.2,400.1
1025,2025-02-18,run,10.92,min,70.2,130.3
1025,2025-02-19,velo,32.98,min,70.2,278.0
1025,2025-02-20,course,1.48,h,70.2,1066.1
1025,2025-02-21,natation,54.5,min,70.2,550.4
1025,2025-02-22,velo,1.59,h,70.2,1043.7
1025,2025-02-23,natation,56.84,min,70.2,609.7
1025,2025-02-24,course,51.89,min,70.2,648.6
1025,2025-02-25,velo,23.35,min,70.2,206.5
1025,2025-02-26,course,36.96,min,70.2,451.1
1025,2025-02-27,course,40.1,min,70.2,370.0
1025,2025-02-28,course,0.67,h,70.2,432.2
1025,2025-03-01,natation,45.01,min,70.2,487.6
1026,2025-01-01,natation,38.08,min,66.0,373.5
1026,2025-01-02,natation,33.13,min,66.0,329.3
1026,2025-01-03,velo,32.76,min,66.0,291.2
1026,2025-01-04,velo,60.54,min,66.0,594.1
1026,2025-01-05,natation,49.65,min,66.0,490.5
1026,2025-01-06,cours,1.09,h,66.0,707.3
1026,2025-01-07,natation,49.15,min,66.0,467.6
1026,2025-01-08,velo,61.88,min,66.0,609.9
1026,2025-01-09,course,53.81,min,66.0,578.4
1026,2025-01-10,velo,41.2,min,66.0,333.8
1026,2025-01-11,course,64.03,min,66.0,783.5
1026,2025-01-12,course,0.39,h,66.0,268.7
1026,2025-01-13,velo,50.56,min,66.0,391.0
1026,2025-01-14,course,29.99,min,66.0,377.2
1026,2025-01-15,velo,1.35,h,66.0,798.9
1026,2025-01-16,course,25.57,min,66.0,286.0
1026,2025-01-17,velo,29.38,min,66.0,221.5
1026,2025-01-18,velò,56.85,min,66.0,476.1
1026,2025-01-19,natation,36.45,min,66.0,370.6
1026,2025-01-20,velo,71.14,min,66.0,543.9
1026,2025-01-21,velo,22.78,min,66.0,188.2
1026,2025-01-22,velo,36.65,min,66.0,366.0
1026,2025-01-23,course,45.91,min,66.0,427.5
1026,2025-01-24,natation,1.09,h,66.0,594.6
1026,2025-01-25,velo,39.55,min,66.0,339.0
1026,2025-01-26,velo,41.21,min,66.0,294.9
1026,2025-01-27,cours,31.15,min,66.0,406.9
1026,2025-01-28,course,23.01,min,66.0,302.8
1026,2025-01-29,course,60.81,min,66.0,720.7
1026,2025-01-30,natation,0.7,h,66.0,454.9
1026,2025-01-31,velo,47.44,min,66.0,422.5
1026,2025-02-01,course,10.19,min,66.0,124.8
1026,2025-02-02,natation,73.92,min,66.0,716.9
1026,2025-02-03,natation,36.21,min,66.0,335.1
1026,2025-02-04,velo,37.96,min,66.0,286.6
1026,2025-02-05,course,59.45,min,66.0,667.5
1026,2025-02-06,velo,55.79,min,66.0,457.0
1026,2025-02-07,velo,63.76,min,66.0,518.2
1026,2025-02-08,course,46.75,min,66.0,568.5
1026,2025-02-09,velo,61.94,min,66.0,507.4
1026,2025-02-10,velo,37.15,min,66.0,354.2
1026,2025-02-11,natation,31.08,min,66.0,297.7
1026,2025-02-12,velo,38.47,min,66.0,339.4
1026,2025-02-13,course,42.47,min,66.0,474.1
1026,2025-02-14,velo,25.32,min,66.0,192.9
1026,2025-02-15,natation,1.01,h,66.0,498.8
1026,2025-02-16,natation,44.05,min,66.0,356.0
1026,2025-02-17,course,46.14,min,66.0,550.8
1026,2025-02-18,velo,50.24,min,66.0,475.0
1026,2025-02-19,natation,44.49,min,66.0,417.6
1026,2025-02-20,natation,26.89,min,66.0,260.7
1026,2025-02-21,course,72.61,min,66.0,794.4
1026,2025-02-22,course,1.56,h,66.0,927.2
1026,2025-02-23,velo,36.67,min,66.0,301.0
1026,2025-02-24,course,0.77,h,66.0,532.6
1026,2025-02-25,course,0.68,h,66.0,421.7
1026,2025-02-26,course,1.0,h,66.0,724.4
1026,2025-02-27,velo,36.19,min,66.0,298.3
1026,2025-02-28,velo,37.38,min,66.0,349.2
1026,2025-03-01,course,32.67,min,66.0,342.9
1027,2025-01-01,velo,80.96,min,74.8,788.5
1027,2025-01-02,velo,48.67,min,74.8,423.2
1027,2025-01-03,natation,75.75,min,74.8,704.9
1027,2025-01-04,run,0.94,h,74.8,779.9
1027,2025-01-05,natation,27.34,min,74.8,272.7
1027,2025-01-06,run,0.84,h,74.8,534.8
1027,2025-01-07,velo,1.67,h,74.8,981.4
1027,2025-01-08,natation,0.94,h,74.8,642.0
1027,2025-01-09,natation,46.09,min,74.8,474.5
1027,2025-01-10,course,61.89,min,74.8,697.6
1027,2025-01-11,velo,49.12,min,74.8,466.2
1027,2025-01-12,course,45.57,min,74.8,593.9
1027,2025-01-13,velo,18.79,min,74.8,178.4
1027,2025-01-14,course,0.93,h,74.8,740.4
1027,2025-01-15,velo,46.11,min,74.8,490.7
1027,2025-01-16,course,1.01,h,74.8,783.6
1027,2025-01-17,course,1.49,h,74.8,1326.2
1027,2025-01-18,velo,34.62,min,74.8,259.7
1027,2025-01-19,velo,45.79,min,74.8,356.1
1027,2025-01-20,course,30.54,min,74.8,352.3
1027,2025-01-21,course,54.64,min,74.8,823.8
1027,2025-01-22,course,75.54,min,74.8,946.0
1027,2025-01-23,velo,1.07,h,74.8,571.8
1027,2025-01-24,course,59.69,min,74.8,699.7
1027,2025-01-25,course,62.0,min,74.8,888.0
1027,2025-01-26,course,38.15,min,74.8,558.8
1027,2025-01-27,natation,1.23,h,74.8,978.1
1027,2025-01-28,natation,45.04,min,74.8,421.5
1027,2025-01-29,velo,44.93,min,74.8,450.5
1027,2025-01-30,velo,1.34,h,,889.5
1027,2025-01-31,velo,28.87,min,74.8,281.5
1027,2025-02-01,course,0.71,h,74.8,662.7
1027,2025-02-02,velo,1.09,h,74.8,444.7
1027,2025-02-03,course,1.22,h,74.8,901.8
1027,2025-02-04,velò,38.14,min,74.8,358.9
1027,2025-02-05,velo,48.35,min,74.8,529.4
1027,2025-02-06,velo,45.27,min,74.8,470.2
1027,2025-02-07,velo,1.26,h,74.8,741.8
1027,2025-02-08,course,23.78,min,74.8,289.6
1027,2025-02-09,velo,45.8,min,74.8,467.0
1027,2025-02-10,course,21.95,min,74.8,269.7
1027,2025-02-11,natation,1.64,h,74.8,1071.8
1027,2025-02-12,course,33.64,min,74.8,371.8
1027,2025-02-13,cours,37.37,min,74.8,498.2
1027,2025-02-14,velo,78.17,min,74.8,838.5
1027,2025-02-15,course,41.34,min,74.8,458.6
1027,2025-02-16,course,49.9,min,74.8,692.3
1027,2025-02-17,velo,41.76,min,74.8,396.8
1027,2025-02-18,course,53.27,min,74.8,644.6
1027,2025-02-19,velò,1.36,h,,766.0
1027,2025-02-20,velo,38.67,min,74.8,363.2
1027,2025-02-21,velo,56.4,min,74.8,595.7
1027,2025-02-22,course,29.31,min,74.8,318.2
1027,2025-02-23,velo,63.36,min,74.8,541.7
1027,2025-02-24,velò,1.14,h,,569.4
1027,2025-02-25,natation,40.46,min,74.8,400.1
1027,2025-02-26,natation,45.94,min,74.8,466.6
1027,2025-02-27,velo,32.88,min,74.8,310.1
1027,2025-02-28,velo,0.47,h,74.8,265.5
1027,2025-03-01,course,62.37,min,74.8,788.9
1028,2025-01-01,course,1.2,h,57.5,774.7
1028,2025-01-02,velo,56.91,min,57.5,443.5
1028,2025-01-03,velo,42.37,min,57.5,283.9
1028,2025-01-04,course,21.41,min,57.5,185.8
1028,2025-01-05,course,24.36,min,57.5,267.3
1028,2025-01-06,natation,51.97,min,57.5,402.7
1028,2025-01-07,course,35.5,min,57.5,356.0
1028,2025-01-08,natation,80.63,min,57.5,531.9
1028,2025-01-09,course,39.94,min,57.5,373.5
1028,2025-01-10,velo,0.94,h,57.5,353.9
1028,2025-01-11,velo,0.99,h,57.5,387.1
1028,2025-01-12,velo,1.16,h,57.5,514.4
1028,2025-01-13,velo,54.82,min,57.5,442.8
1028,2025-01-14,natation,28.84,min,57.5,234.3
1028,2025-01-15,velo,27.14,min,57.5,191.3
1028,2025-01-16,course,35.65,min,57.5,383.5
1028,2025-01-17,course,51.75,min,57.5,440.0
1028,2025-01-18,velo,47.12,min,57.5,306.2
1028,2025-01-19,course,37.64,min,57.5,336.5
1028,2025-01-20,velo,40.11,min,57.5,791.3
1028,2025-01-21,course,19.78,min,57.5,201.8
1028,2025-01-22,natation,32.44,min,57.5,264.1
1028,2025-01-23,course,1.08,h,57.5,669.6
1028,2025-01-24,velo,50.02,min,57.5,361.8
1028,2025-01-25,course,56.82,min,57.5,604.5
1028,2025-01-26,velò,55.6,min,57.5,389.0
1028,2025-01-27,cours,30.04,min,57.5,332.0
1028,2025-01-28,velo,26.65,min,57.5,224.3
1028,2025-01-29,course,28.26,min,57.5,244.0
1028,2025-01-30,velo,41.0,min,57.5,304.1
1028,2025-01-31,course,86.5,min,57.5,930.3
1028,2025-02-01,velo,28.38,min,57.5,221.5
1028,2025-02-02,run,57.2,min,,621.5
1028,2025-02-03,course,52.26,min,57.5,510.1
1028,2025-02-04,course,36.07,min,57.5,381.4
1028,2025-02-05,velo,1.02,h,57.5,419.8
1028,2025-02-06,velo,56.84,min,57.5,394.7
1028,2025-02-07,course,46.64,min,57.5,477.2
1028,2025-02-08,velo,46.46,min,57.5,312.1
1028,2025-02-09,velo,63.25,min,57.5,503.7
1028,2025-02-10,course,66.88,min,57.5,645.6
1028,2025-02-11,course,0.86,h,57.5,512.3
1028,2025-02-12,velo,39.8,min,,317.3
1028,2025-02-13,natation,51.75,min,57.5,375.3
1028,2025-02-14,velo,1.0,h,57.5,453.5
1028,2025-02-15,course,1.19,h,57.5,582.4
1028,2025-02-16,natation,62.92,min,57.5,558.8
1028,2025-02-17,course,0.62,h,57.5,120.3
1028,2025-02-18,course,0.81,h,57.5,413.7
